Pays,Région,Nom,Couleur,Norme
France,Sud-Ouest,Charentais Saint-Sornin blanc nouveau,Blanc,IGP
France,Sud-Ouest,Charentais Saint-Sornin rosé,Rosé,IGP
France,Sud-Ouest,Charentais Saint-Sornin rosé nouveau,Rosé,IGP
France,Sud-Ouest,Charentais Saint-Sornin rouge,Rouge,IGP
France,Sud-Ouest,Charentais Saint-Sornin rouge nouveau,Rouge,IGP
France,Jura,Arbois blanc,Blanc,AOC-AOP
France,Jura,Arbois Pupillin blanc,Blanc,AOC-AOP
France,Jura,Arbois Pupillin rosé,Rosé,AOC-AOP
France,Jura,Arbois Pupillin rouge,Rouge,AOC-AOP
France,Jura,Arbois Pupillin vin de paille,Blanc Moelleux,AOC-AOP
France,Jura,Arbois Pupillin vin jaune,Blanc,AOC-AOP
France,Jura,Arbois rosé,Rosé,AOC-AOP
France,Jura,Arbois rouge,Rouge,AOC-AOP
France,Jura,Arbois vin de paille,Blanc Moelleux,AOC-AOP
France,Jura,Arbois vin jaune,Blanc,AOC-AOP
France,Jura,Château-Chalon,Blanc,AOC-AOP
France,Jura,Côtes du Jura blanc,Blanc,AOC-AOP
France,Jura,Côtes du Jura rosé,Rosé,AOC-AOP
France,Jura,Côtes du Jura rouge,Rouge,AOC-AOP
France,Jura,Côtes du Jura vin de paille,Blanc Moelleux,AOC-AOP
France,Jura,Côtes du Jura vin jaune,Blanc,AOC-AOP
France,Jura,Crémant du Jura blanc,Blanc,AOC-AOP
France,Jura,Crémant du Jura rosé,Rosé,AOC-AOP
France,Jura,L'Etoile blanc,Blanc,AOC-AOP
France,Jura,L'Etoile vin de paille,Blanc Moelleux,AOC-AOP
France,Jura,L'Etoile vin jaune,Blanc,AOC-AOP
France,Jura,Macvin du Jura blanc,Blanc,AOC-AOP
France,Jura,Macvin du Jura rosé,Rosé,AOC-AOP
France,Jura,Macvin du Jura rouge,Rouge,AOC-AOP
France,Jura,Franche-Comté blanc,Blanc,IGP
France,Jura,Franche-Comté rosé,Rosé,IGP
France,Jura,Franche-Comté rouge,Rouge,IGP
France,Languedoc-Roussillon,Corbières-Boutenac,Rouge,AOC-AOP
France,Languedoc-Roussillon,Banyuls ambré,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Banyuls ambré hors âge rancio,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Banyuls ambré hors d'âge,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Banyuls ambré rancio,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Banyuls blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Banyuls grand cru,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Banyuls grand cru hors d'âge,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Banyuls grand cru rancio,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Banyuls grand cru rancio hors d'âge,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Banyuls rimage,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Banyuls rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Banyuls traditionnel,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Banyuls traditionnel hors âge,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Banyuls traditionnel rancio,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Banyuls traditionnel rancio hors d'âge,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Cabardès rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Cabardès rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Clairette de Bellegarde,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Adissan,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Adissan rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Adissan vin de liqueur,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Aspiran,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Aspiran rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Aspiran vin de liqueur,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Cabrières,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Cabrières rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Cabrières vin de liqueur,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Ceyras,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Ceyras rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Ceyras vin de liqueur,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Fontès,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Fontès rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Fontès vin de liqueur,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Le Bosc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Le Bosc rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Le Bosc vin de liqueur,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Lieuran-Cabrières,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Lieuran-Cabrières rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Lieuran-Cabrières vin de liqueur,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Nizas,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Nizas rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Nizas vin de liqueur,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Paulhan,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Paulhan rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Paulhan vin de liqueur,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Péret,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Péret rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Péret vin de liqueur,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Saint-André-de-Sangonis,Blanc,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Saint-André-de-Sangonis rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc Saint-André-de-Sangonis vin de ...,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Clairette du Languedoc vin de liqueur,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Collioure blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Collioure rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Collioure rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Corbières blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Corbières rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Corbières rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Costières de Nîmes blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Costières de Nîmes rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Costières de Nîmes rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Côtes du Roussillon blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Côtes du Roussillon Les Aspres,Rouge,AOC-AOP
France,Languedoc-Roussillon,Côtes du Roussillon nouveau blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Côtes du Roussillon nouveau rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Côtes du Roussillon nouveau rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Côtes du Roussillon rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Côtes du Roussillon rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Côtes du Roussillon Villages,Rouge,AOC-AOP
France,Languedoc-Roussillon,Côtes du Roussillon Villages Caramany,Rouge,AOC-AOP
France,Languedoc-Roussillon,Côtes du Roussillon Villages Latour-de-France,Rouge,AOC-AOP
France,Languedoc-Roussillon,Côtes du Roussillon Villages Lesquerde,Rouge,AOC-AOP
France,Languedoc-Roussillon,Côtes du Roussillon Villages Tautavel,Rouge,AOC-AOP
France,Languedoc-Roussillon,Crémant de Limoux blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Crémant de Limoux rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Faugères blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Faugères rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Faugères rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Fitou,Rouge,AOC-AOP
France,Languedoc-Roussillon,Grand Roussillon blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Grand Roussillon rancio,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Grand Roussillon rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Grand Roussillon rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Languedoc Cabrières rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Languedoc Cabrières rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc Grès de Montpellier,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc La Clape blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Languedoc La Clape rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Languedoc La Clape rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc La Méjanelle rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Languedoc La Méjanelle rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc Montpeyroux rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Languedoc Montpeyroux rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc nouveau rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Languedoc nouveau rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc Pézenas,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc Pic-Saint-Loup rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Languedoc Pic-Saint-Loup rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc Picpoul de Pinet,Blanc,AOC-AOP
France,Languedoc-Roussillon,Languedoc Quatourze rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Languedoc Quatourze rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Languedoc rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc Saint-Christol rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Languedoc Saint-Christol rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc Saint-Drézéry rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc Saint-Georges-d'Orques rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Languedoc Saint-Georges-d'Orques rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc Saint-Saturnin rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Languedoc Saint-Saturnin rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc Sommières,Rouge,AOC-AOP
France,Languedoc-Roussillon,Languedoc Terrasses du Larzac,Rouge,AOC-AOP
France,Languedoc-Roussillon,Limoux blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Limoux blanquette de Limoux,Blanc Pétillant,AOC-AOP
France,Languedoc-Roussillon,Limoux méthode ancestrale,Blanc Pétillant,AOC-AOP
France,Languedoc-Roussillon,Limoux rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Malepère rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Malepère rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Maury ambré,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Maury ambré hors d'age,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Maury ambré rancio,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Maury ambré rancio hors d'âge,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Maury blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Maury grenat,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Maury rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Maury tuilé,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Maury tuilé hors d'âge,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Maury tuilé rancio,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Maury tuilé rancio hors d'âge,Rouge Moelleux,AOC-AOP
France,Languedoc-Roussillon,Minervois blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Minervois rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Minervois rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Minervois-La Livinière,Rouge,AOC-AOP
France,Languedoc-Roussillon,Muscat de Frontignan vin de liqueur,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Muscat de Frontignan vin doux naturel,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Muscat de Lunel,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Muscat de Mireval,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Muscat de Rivesaltes,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Muscat de Rivesaltes Muscat de Noël,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Muscat de Saint-Jean-de-Minervois,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Rivesaltes ambré,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Rivesaltes ambré hors d'âge,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Rivesaltes grenat,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Rivesaltes rancio,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Rivesaltes tuilé,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Rivesaltes tuilé hors d'âge,Blanc Moelleux,AOC-AOP
France,Languedoc-Roussillon,Saint-Chinian Berlou,Rouge,AOC-AOP
France,Languedoc-Roussillon,Saint-Chinian blanc,Blanc,AOC-AOP
France,Languedoc-Roussillon,Saint-Chinian Roquebrun,Rouge,AOC-AOP
France,Languedoc-Roussillon,Saint-Chinian rosé,Rosé,AOC-AOP
France,Languedoc-Roussillon,Saint-Chinian rouge,Rouge,AOC-AOP
France,Languedoc-Roussillon,Ariège blanc,Blanc,IGP
France,Languedoc-Roussillon,Ariège rosé,Rosé,IGP
France,Languedoc-Roussillon,Ariège rouge,Rouge,IGP
France,Languedoc-Roussillon,Aude blanc,Blanc,IGP
France,Languedoc-Roussillon,Aude rosé,Rosé,IGP
France,Languedoc-Roussillon,Aude rouge,Rouge,IGP
France,Languedoc-Roussillon,Cévennes blanc,Blanc,IGP
France,Languedoc-Roussillon,Cévennes rosé,Rosé,IGP
France,Languedoc-Roussillon,Cévennes rouge,Rouge,IGP
France,Languedoc-Roussillon,Cité de Carcassonne blanc,Blanc,IGP
France,Languedoc-Roussillon,Cité de Carcassonne rosé,Rosé,IGP
France,Languedoc-Roussillon,Cité de Carcassonne rouge,Rouge,IGP
France,Languedoc-Roussillon,Côte Vermeille blanc,Blanc,IGP
France,Languedoc-Roussillon,Côte Vermeille rosé,Rosé,IGP
France,Languedoc-Roussillon,Côte Vermeille rouge,Rouge,IGP
France,Languedoc-Roussillon,Coteaux d'Ensérune blanc,Blanc,IGP
France,Languedoc-Roussillon,Coteaux d'Ensérune rosé,Rosé,IGP
France,Languedoc-Roussillon,Coteaux d'Ensérune rouge,Rouge,IGP
France,Languedoc-Roussillon,Coteaux de Narbonne blanc,Blanc,IGP
France,Languedoc-Roussillon,Coteaux de Narbonne rosé,Rosé,IGP
France,Languedoc-Roussillon,Coteaux de Narbonne rouge,Rouge,IGP
France,Languedoc-Roussillon,Coteaux de Peyriac blanc,Blanc,IGP
France,Languedoc-Roussillon,Coteaux de Peyriac rosé,Rosé,IGP
France,Languedoc-Roussillon,Coteaux de Peyriac rouge,Rouge,IGP
France,Languedoc-Roussillon,Coteaux du Libron blanc,Blanc,IGP
France,Languedoc-Roussillon,Coteaux du Libron rosé,Rosé,IGP
France,Languedoc-Roussillon,Coteaux du Libron rouge,Rouge,IGP
France,Languedoc-Roussillon,Coteaux du Pont du Gard blanc,Blanc,IGP
France,Languedoc-Roussillon,Coteaux du Pont du Gard rosé,Rosé,IGP
France,Languedoc-Roussillon,Coteaux du Pont du Gard rouge,Rouge,IGP
France,Languedoc-Roussillon,Côtes Catalanes blanc,Blanc,IGP
France,Languedoc-Roussillon,Côtes Catalanes rosé,Rosé,IGP
France,Languedoc-Roussillon,Côtes Catalanes rouge,Rouge,IGP
France,Languedoc-Roussillon,Côtes de Thau blanc,Blanc,IGP
France,Languedoc-Roussillon,Côtes de Thau rosé,Rosé,IGP
France,Languedoc-Roussillon,Côtes de Thau rouge,Rouge,IGP
France,Languedoc-Roussillon,Côtes de Thongue blanc,Blanc,IGP
France,Languedoc-Roussillon,Côtes de Thongue rosé,Rosé,IGP
France,Languedoc-Roussillon,Côtes de Thongue rouge,Rouge,IGP
France,Languedoc-Roussillon,Côtes du Brian blanc,Blanc,IGP
France,Languedoc-Roussillon,Côtes du Brian rosé,Rosé,IGP
France,Languedoc-Roussillon,Côtes du Brian rouge,Rouge,IGP
France,Languedoc-Roussillon,Duché d'Uzès blanc,Blanc,IGP
France,Languedoc-Roussillon,Duché d'Uzès rosé,Rosé,IGP
France,Languedoc-Roussillon,Duché d'Uzès rouge,Rouge,IGP
France,Languedoc-Roussillon,Gard blanc,Blanc,IGP
France,Languedoc-Roussillon,Gard rosé,Rosé,IGP
France,Languedoc-Roussillon,Gard rouge,Rouge,IGP
France,Languedoc-Roussillon,Haute Vallée de l'Aude blanc,Blanc,IGP
France,Languedoc-Roussillon,Haute Vallée de l'Aude rosé,Rosé,IGP
France,Languedoc-Roussillon,Haute Vallée de l'Aude rouge,Rouge,IGP
France,Languedoc-Roussillon,Haute Vallée de l'Orb blanc,Blanc,IGP
France,Languedoc-Roussillon,Haute Vallée de l'Orb rosé,Rosé,IGP
France,Languedoc-Roussillon,Haute Vallée de l'Orb rouge,Rouge,IGP
France,Languedoc-Roussillon,Le Pays Cathare blanc,Blanc,IGP
France,Languedoc-Roussillon,Le Pays Cathare rosé,Rosé,IGP
France,Languedoc-Roussillon,Le Pays Cathare rouge,Rouge,IGP
France,Languedoc-Roussillon,Pays d'Hérault blanc,Blanc,IGP
France,Languedoc-Roussillon,Pays d'Hérault rosé,Rosé,IGP
France,Languedoc-Roussillon,Pays d'Hérault rouge,Rouge,IGP
France,Languedoc-Roussillon,Pays d'Oc blanc,Blanc,IGP
France,Languedoc-Roussillon,Pays d'Oc blanc de raisins surmûris,Blanc,IGP
France,Languedoc-Roussillon,Pays d'Oc blanc mousseux,Blanc,IGP
France,Languedoc-Roussillon,Pays d'Oc blanc nouveau,Blanc,IGP
France,Languedoc-Roussillon,Pays d'Oc blanc sur lie,Blanc,IGP
France,Languedoc-Roussillon,Pays d'Oc gris,Rosé,IGP
France,Languedoc-Roussillon,Pays d'Oc gris de gris,Rosé,IGP
France,Languedoc-Roussillon,Pays d'Oc gris de gris mousseux,Rosé,IGP
France,Languedoc-Roussillon,Pays d'Oc gris de raisins gris surmûris,Rosé,IGP
France,Languedoc-Roussillon,Pays d'Oc gris de raisins surmûris,Rosé,IGP
France,Languedoc-Roussillon,Pays d'Oc gris mousseux,Rosé,IGP
France,Languedoc-Roussillon,Pays d'Oc rosé,Rosé,IGP
France,Languedoc-Roussillon,Pays d'Oc rosé de raisins surmûris,Rosé,IGP
France,Languedoc-Roussillon,Pays d'Oc rosé mousseux,Rosé,IGP
France,Languedoc-Roussillon,Pays d'Oc rosé nouveau,Rosé,IGP
France,Languedoc-Roussillon,Pays d'Oc rosé sur lie,Rosé,IGP
France,Languedoc-Roussillon,Pays d'Oc rouge,Rouge,IGP
France,Languedoc-Roussillon,Pays d'Oc rouge de raisins surmûris,Rouge,IGP
France,Languedoc-Roussillon,Pays d'Oc rouge mousseux,Rouge,IGP
France,Languedoc-Roussillon,Pays d'Oc rouge nouveau,Rouge,IGP
France,Languedoc-Roussillon,Sable de Camargue blanc,Blanc,IGP
France,Languedoc-Roussillon,Sable de Camargue blanc mousseux,Blanc,IGP
France,Languedoc-Roussillon,Sable de Camargue blanc nouveau,Blanc,IGP
France,Languedoc-Roussillon,Sable de Camargue blanc sur lie,Blanc,IGP
France,Languedoc-Roussillon,Sable de Camargue gris,Rosé,IGP
France,Languedoc-Roussillon,Sable de Camargue gris de gris,Rosé,IGP
France,Languedoc-Roussillon,Sable de Camargue gris de gris nouveau,Rosé,IGP
France,Languedoc-Roussillon,Sable de Camargue gris de gris sur lie,Rosé,IGP
France,Languedoc-Roussillon,Sable de Camargue gris nouveau,Rosé,IGP
France,Languedoc-Roussillon,Sable de Camargue gris sur lie,Rosé,IGP
France,Languedoc-Roussillon,Sable de Camargue rosé,Rosé,IGP
France,Languedoc-Roussillon,Sable de Camargue rosé mousseux,Rosé,IGP
France,Languedoc-Roussillon,Sable de Camargue rosé nouveau,Rosé,IGP
France,Languedoc-Roussillon,Sable de Camargue rosé sur lie,Rosé,IGP
France,Languedoc-Roussillon,Sable de Camargue rouge,Rouge,IGP
France,Languedoc-Roussillon,Sable de Camargue rouge mousseux,Rouge,IGP
France,Languedoc-Roussillon,Sable de Camargue rouge nouveau,Rouge,IGP
France,Languedoc-Roussillon,Saint-Guilhem-le-Désert blanc,Blanc,IGP
France,Languedoc-Roussillon,Saint-Guilhem-le-Désert rosé,Rosé,IGP
France,Languedoc-Roussillon,Saint-Guilhem-le-Désert rouge,Rouge,IGP
France,Languedoc-Roussillon,Vallée du Paradis blanc,Blanc,IGP
France,Languedoc-Roussillon,Vallée du Paradis rosé,Rosé,IGP
France,Languedoc-Roussillon,Vallée du Paradis rouge,Rouge,IGP
France,Languedoc-Roussillon,Vallée du Torgan blanc,Blanc,IGP
France,Languedoc-Roussillon,Vallée du Torgan rosé,Rosé,IGP
France,Languedoc-Roussillon,Vallée du Torgan rouge,Rouge,IGP
France,Languedoc-Roussillon,Vicomté d'Aumelas blanc,Blanc,IGP
France,Languedoc-Roussillon,Vicomté d'Aumelas rosé,Rosé,IGP
France,Languedoc-Roussillon,Vicomté d'Aumelas rouge,Rouge,IGP
France,Loire,Anjou blanc,Blanc,AOC-AOP
France,Loire,Anjou gamay,Rouge,AOC-AOP
France,Loire,Anjou gamay nouveau,Rouge,AOC-AOP
France,Loire,Anjou mousseux blanc,Blanc,AOC-AOP
France,Loire,Anjou mousseux rosé,Rosé,AOC-AOP
France,Loire,Anjou rouge,Rouge,AOC-AOP
France,Loire,Anjou Villages,Rouge,AOC-AOP
France,Loire,Anjou Villages Brissac,Rouge,AOC-AOP
France,Loire,Anjou-Coteaux de la Loire,Rouge,AOC-AOP
France,Loire,Bonnezeaux,Blanc Moelleux,AOC-AOP
France,Loire,Bourgueil rosé,Rosé,AOC-AOP
France,Loire,Bourgueil rouge,Rouge,AOC-AOP
France,Loire,Cabernet d'Anjou,Rouge,AOC-AOP
France,Loire,Cabernet d'Anjou nouveau,Rouge,AOC-AOP
France,Loire,Cabernet de Saumur,Rouge,AOC-AOP
France,Loire,Cabernet de Saumur nouveau,Rouge,AOC-AOP
France,Loire,Châteaumeillant gris,Rosé,AOC-AOP
France,Loire,Châteaumeillant rouge,Rouge,AOC-AOP
France,Loire,Cheverny blanc,Blanc,AOC-AOP
France,Loire,Cheverny rosé,Rosé,AOC-AOP
France,Loire,Cheverny rouge,Rouge,AOC-AOP
France,Loire,Chinon blanc,Blanc,AOC-AOP
France,Loire,Chinon rosé,Rosé,AOC-AOP
France,Loire,Chinon rouge,Rouge,AOC-AOP
France,Loire,Côte roannaise rosé,Rosé,AOC-AOP
France,Loire,Côte roannaise rouge,Rouge,AOC-AOP
France,Loire,Coteaux d'Ancenis blanc,Blanc,AOC-AOP
France,Loire,Coteaux d'Ancenis Malvoisie,Blanc,AOC-AOP
France,Loire,Coteaux d'Ancenis rosé,Rosé,AOC-AOP
France,Loire,Coteaux d'Ancenis rouge,Rouge,AOC-AOP
France,Loire,Coteaux de l'Aubance,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux de l'Aubance Sélection de grains nobles,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux de Saumur,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Giennois blanc,Blanc,AOC-AOP
France,Loire,Coteaux du Giennois rosé,Rosé,AOC-AOP
France,Loire,Coteaux du Giennois rouge,Rouge,AOC-AOP
France,Loire,Coteaux du Layon,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Beaulieu-sur-Layon Sélection de grain...,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Beaulieu-sur-Layon,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Faye-d'Anjou Sélection de grains nobles,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Faye-d'Anjou,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon premier cru Chaume,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Rablay-sur-Layon Sélection de grains ...,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Rablay-sur-Layon,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Rochefort-sur-Loire Sélection de grai...,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Rochefort-sur-Loire,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Saint-Aubin-de-Luigné Sélection de gr...,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Saint-Aubin-de-Luigné,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Saint-Lambert-du-Lattay Sélection de ...,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Saint-Lambert-du-Lattay,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Layon Sélection de grains nobles,Blanc Moelleux,AOC-AOP
France,Loire,Coteaux du Loir blanc,Blanc,AOC-AOP
France,Loire,Coteaux du Loir rosé,Rosé,AOC-AOP
France,Loire,Coteaux du Loir rouge,Rouge,AOC-AOP
France,Loire,Coteaux du Vendômois blanc,Blanc,AOC-AOP
France,Loire,Coteaux du Vendômois gris,Rosé,AOC-AOP
France,Loire,Coteaux du Vendômois rouge,Rouge,AOC-AOP
France,Loire,Côtes d'Auvergne blanc,Blanc,AOC-AOP
France,Loire,Côtes d'Auvergne Boudes rouge,Rouge,AOC-AOP
